Prefix,Firstname,Lastname,Prefix_1,Firstname_1,Lastname_1,P-Levenschtein Distance,F-Levenschtein Distance,L-Levenschtein Distance,P-Jaccard,F-Jaccard,L-Jaccard,P-jaroWinkler,F-jaroWinkler,L-jaroWinkler,sum,Label
chris,chris,wensel,cmveal,chris,veal,0.166666667,1,0.333333333,0.090909091,0.5,0.2,0.51,1,0.61,4.410909091,F
chrisc,chris,chappell,barneytoe,chris,garcia,0.111111111,1,0.125,0.066666667,0.5,0.142857143,0.43,1,0.36,3.735634921,F
danmccreary,dan,mccreary,tarkenton,dan,tarkenton,0.090909091,1,0.111111111,0.2,0.5,0.176470588,0.52,1,0.46,4.05849079,F
davidkarr,karr,david,achepati,david,david,0.222222222,0.2,1,0.176470588,0.111111111,0.5,0.46,0.48,1,4.149803922,F
ddas,devaraj,das,rajibd,rajib,das,0,0.142857143,1,0.2,0.25,0.5,0.47,0.45,1,4.012857143,F
ericnewton,eric,newton,efaces,eric,scheie,0.3,1,0,0.1875,0.5,0.083333333,0.64,1,0.44,4.150833333,F
jwang,jason,wang,wweicong,weicong,wang,0.375,0.285714286,1,0.230769231,0.166666667,0.5,0,0.56,1,4.118150183,F
jwaugh,john,waugh,jlindwall,john,lindwall,0.222222222,1,0.125,0.2,0.5,0.153846154,0.1,1,0,3.301068376,F
latham,dave,latham,apacheorg,dave,latham,0.222222222,1,1,0.2,0.5,0.5,0.5,1,1,5.922222222,T
leozilla,david,leonhartsberger,davidhodge,david,hodge,0,1,0.2,0.222222222,0.5,0.2,0.32,1,0,3.442222222,F
logjuser,logj,paduffyciscocom,logjuser,logjuser,logjuser,1,0.5,0.066666667,0.5,0.333333333,0.130434783,1,0.9,0.46,4.890434783,F
logjuser,logjuser,logjuser,logjuser,logj,vececochranecom,1,0.5,0.133333333,0.5,0.333333333,0.130434783,1,0.9,0.41,4.907101449,F
matt,matt,raible,mcox,matt,cox,0.25,1,0,0.125,0.5,0,0.55,1,0,3.425,F
michaelkintzer,michael,kintzer,mroytman,michael,roytman,0.142857143,1,0.142857143,0.227272727,0.5,0.214285714,0.58,1,0,3.807272727,F
myoder,mike,yoder,mjblecha,mike,blecha,0.25,1,0,0.142857143,0.5,0.090909091,0.57,1,0.46,4.013766234,F
petmagnusson,peter,magnusson,felix,peter,felix,0.083333333,1,0,0.058823529,0.5,0,0.43,1,0,3.072156863,F
ricklabanca,rick,labanca,ricklabanca,labanca,rick,1,0.142857143,0.142857143,0.5,0.090909091,0.090909091,1,0,0,2.967532468,T
scottfarquhar,scott,farquhar,scottwang,scott,wang,0.461538462,1,0.125,0.272727273,0.5,0.083333333,0.83,1,0.46,4.732599068,F
sipsniffa,paul,pepper,pwomack,paul,womack,0.111111111,1,0,0.125,0.5,0,0,1,0,2.736111111,F
steve,steve,vanspall,shunter,steve,hunter,0.285714286,1,0.125,0.25,0.5,0.071428571,0.1,1,0.43,3.762142857,F
tom,tom,white,olamedia,eduard,white,0.125,0,1,0.181818182,0,0.5,0.64,0,1,3.446818182,F
walshd,daniel,walsh,danielknightly,daniel,knightly,0.214285714,1,0.125,0.2,0.5,0.153846154,0.49,1,0.44,4.123131868,F
williamj,william,johnston,bccrandall,william,crandall,0.1,1,0.125,0.166666667,0.5,0.0625,0,1,0.42,3.374166667,F
,axbair,axbair,,stiven,stiven,,0,0,,0.083333333,0.083333333,0,0.44,0.44,,F
bothnea,andreas,,stephanpaulicke,paulicke,,0.2,0.125,,0.227272727,0.133333333,,0.55,0.51,0,,F
chrisgilliamemaillist,chris,gilliam,cdillonnews,chris,dillon,0.285714286,1,0.428571429,0.1875,0.5,0.230769231,0.1,1,0.64,4.372554945,F
ferret,bruce,snyder,brucegkilby,bruce,bruce,0.090909091,1,0.166666667,0.117647059,0.5,0.181818182,0.34,1,0.46,3.857040998,F
flyinprogrammer,alan,scherger,alangreenberg,alan,greenberg,0.266666667,1,0.333333333,0.25,0.5,0.294117647,0.51,1,0.59,4.744117647,F
ilazebny,igor,lazebny,igor,igor,motov,0.125,1,0,0.083333333,0.5,0,0.51,1,0,3.218333333,F
jpennio,joe,pennio,joejump,joe,joe,0.285714286,1,0,0.285714286,0.5,0.222222222,0.57,1,0.5,4.363650794,F
logjuser,logj,list,logjuserunsubscribe,logj,unsubscribe,0.421052632,1,0.090909091,0.296296296,0.5,0.133333333,0.88,1,0.45,4.771591352,F
logjuser,logjuserjakartaapacheorg,,logjuser,logj,oxspring,1,0.166666667,0,0.5,0.142857143,0,1,0.83,0,3.63952381,F
mankuk,vinayak,k,skk,sk,k,0.333333333,0.142857143,1,0.222222222,0.111111111,0.5,0.5,0,1,3.80952381,F
pwp,michael,hu,michaelkintzer,michael,kintzer,0,1,0,0,0.5,0,0,1,0,2.5,F
ralph,ralph,ralph,ralphgoers,ralph,goers,0.5,1,0,0.333333333,0.5,0.1,0.9,1,0,4.333333333,F
richard,richard,shaw,rvowles,richard,vowles,0.142857143,1,0,0.071428571,0.5,0.2,0.49,1,0.47,3.874285714,F
suthsc,scott,sutherland,ssanders,scott,sanders,0.125,1,0.3,0.142857143,0.5,0.352941176,0.57,1,0.62,4.610798319,F
timhood,tim,hood,timmulle,tim,mull,0.375,1,0,0.2,0.5,0,0.72,1,0,3.795,F
tmaccnj,tom,maccariella,tad,tom,drynda,0.285714286,1,0.181818182,0.2,0.5,0.117647059,0.69,1,0,3.975179526,F
whitedragon,kevin,yap,zhengxiaokai,kevin,kevin,0.166666667,1,0,0.304347826,0.5,0,0.57,1,0,3.541014493,F
zhangxiaotong,xiaotong,zhang,zhangyongoszhangyong,yong,zhang,0.45,0.375,1,0.303030303,0.25,0.5,0.81,0.46,1,5.148030303,F
anders,anders,ekelund,andersxbhenriksson,anders,kaeab,0.333333333,1,0.142857143,0.25,0.5,0.166666667,0.87,1,0.4,4.662857143,F
apurtell,andrew,purtell,adf,andrew,ferguson,0.125,1,0.125,0.090909091,0.5,0.2,0.54,1,0.49,4.070909091,F
chris,chris,chris,cmedaglia,chris,medaglia,0.222222222,1,0.125,0.142857143,0.5,0.076923077,0.49,1,0,3.557002442,F
chris,chris,wensel,chris,chris,jones,1,1,0.333333333,0.5,0.5,0.272727273,1,1,0.59,6.196060606,F
chrisgwarp,chris,graham,tgraham,ted,graham,0.2,0,1,0.235294118,0,0.5,0,0,1,2.935294118,F
commonsdev,jakarta,list,lognetdev,lognet,list,0.4,0.142857143,1,0.263157895,0.076923077,0.5,0.62,0.44,1,4.442938115,F
danielywoo,daniel,woo,df,daniel,freudenberger,0.1,1,0,0.083333333,0.5,0,0.58,1,0,3.263333333,F
dbender,dave,bender,dave,dave,gosselin,0.285714286,1,0.125,0.181818182,0.5,0.142857143,0.64,1,0.43,4.30538961,F
dimalinux,,,aleron,,aleron,0.222222222,,0,0.2,,0,0.61,0,0,,F
dthielen,david,thielen,dbuddrige,david,buddrige,0.111111111,1,0,0.176470588,0.5,0.133333333,0.61,1,0.51,4.040915033,F
ericzundel,eric,ayers,ericma,eric,ma,0.4,1,0,0.25,0.5,0.142857143,0.81,1,0.57,4.672857143,F
evans,robert,evans,rcrocomb,robert,crocombe,0,1,0,0,0.5,0.076923077,0,1,0,2.576923077,F
francescoprivato,francesco,privato,ilgrosso,francesco,chicchiricc,0.125,1,0.090909091,0.208333333,0.5,0.111111111,0.41,1,0.41,3.855353535,F
hongweig,mike,guo,miked,mike,dougherty,0.125,1,0.111111111,0.153846154,0.5,0.25,0.44,1,0.46,4.039957265,F
jeffsnyder,snyder,jeff,jblado,bladon,jeff,0.2,0.166666667,1,0.125,0.166666667,0.5,0.56,0,1,3.718333333,F
johan,johan,knngrd,jmartiee,johan,martinez,0.125,1,0,0.153846154,0.5,0.142857143,0.6,1,0.36,3.881703297,F
jrosenberg,jason,rosenberg,jvanzyl,jason,zyl,0.2,1,0,0.117647059,0.5,0,0.55,1,0,3.367647059,F
krishindus,krishna,kumar,ak,amit,kumar,0,0.142857143,1,0.083333333,0.181818182,0.5,0.53,0.46,1,3.898008658,F
lawless,james,lawless,jameslawless,james,lawless,0.583333333,1,1,0.368421053,0.5,0.5,0,1,1,5.951754386,T
leozilla,david,leonhartsberger,dberenguer,david,vargas,0.1,1,0.2,0.055555556,0.5,0.19047619,0.41,1,0,3.456031746,F
logjdev,logj,list,logjuser,list,list,0.625,0.25,1,0.333333333,0.125,0.5,0.87,0.55,1,5.253333333,F
markhoward,mark,howard,mark,mark,anderson,0.4,1,0.125,0.285714286,0.5,0.285714286,0.88,1,0.51,4.986428571,F
martin,martin,schrder,martingainty,martin,gainty,0.5,1,0,0.333333333,0.5,0,0.9,1,0,4.233333333,F
matthewarveson,matthew,arveson,matthewmonks,matthew,monks,0.571428571,1,0.142857143,0.384615385,0.5,0.25,0.89,1,0.45,5.188901099,F
michaelgrissom,michael,grissom,michaelbellomo,michael,bellomo,0.571428571,1,0.142857143,0.321428571,0.5,0.142857143,0.86,1,0.52,5.058571429,F
mike,michael,mckibben,mbrooke,michael,brooke,0.428571429,1,0.125,0.272727273,0.5,0.214285714,0.1,1,0,3.640584416,F
olamedia,eduard,white,tom,tom,white,0.125,0,1,0.181818182,0,0.5,0.64,0,1,3.446818182,F
oliverschoenwald,oliver,schoenwald,oliver,oliver,epper,0.375,1,0.1,0.272727273,0.5,0.066666667,0.88,1,0.43,4.624393939,F
relaxedrob,robert,bram,robert,robert,hedin,0.3,1,0,0.3125,0.5,0,0.64,1,0,3.7525,F
rohit,rohit,sonalkar,brohit,rohit,rai,0.833333333,1,0.125,0.454545455,0.5,0.181818182,0.94,1,0,5.03469697,F
sivakumar,siva,kumar,akki,akshay,kumar,0.222222222,0.166666667,1,0.230769231,0.2,0.5,0,0.61,1,3.92965812,F
stephanpaulicke,paulicke,,mqg,,,0,0,,0,0,,0,0,0,,F
stevemeyfroidt,steve,meyfroidt,stevekuo,steve,kuo,0.428571429,1,0.111111111,0.272727273,0.5,0.083333333,0.84,1,0,4.235743146,F
tim,tim,tim,timblanchard,tim,b,0.25,1,0,0.2,0.5,0,0.83,1,0,3.78,F
tnachen,timothy,chen,chenliang,andrew,chen,0.111111111,0,1,0.375,0,0.5,0,0,1,2.986111111,F
tnoonan,tim,noonan,timmulle,tim,mull,0.125,1,0,0.066666667,0.5,0,0.48,1,0,3.171666667,F
wmok,william,mok,wjaynes,william,jaynes,0.142857143,1,0,0.090909091,0.5,0,0.52,1,0,3.253766234,F
,benedict,jin,,prasadg,prasadg,,0,0,,0.066666667,0,0,0.42,0,,F
alessioronchi,,alessioronchiinwindit,ceki,,glc,0.153846154,,0.095238095,0.176470588,,0.083333333,0.55,0,0.46,,F
anupk,anup,kumar,anujgandharv,anuj,kumar,0.25,0.75,1,0.176470588,0.375,0.5,0.73,0.88,1,5.661470588,F
bchang,chang,betty,cutepang,betty,betty,0.375,0,1,0.285714286,0,0.5,0.72,0,1,3.880714286,F
cbacher,carl,bacher,cbrenton,carl,brenton,0.25,1,0.142857143,0.266666667,0.5,0.230769231,0.2,1,0.1,3.69029304,F
chris,chris,jones,chris,christopher,schultz,1,0.454545455,0,0.5,0.3125,0.083333333,1,0.89,0,4.240378788,F
elakkiya,niras,iva,elakkiya,elakkiya,elakkiya,1,0.125,0.25,0.5,0.153846154,0.181818182,1,0.44,0.49,4.140664336,F
jeffsnow,jeff,snow,jterrace,jeff,terrace,0.125,1,0,0.125,0.5,0,0.55,1,0,3.3,F
jlmjira,jacob,mandelson,gladish,jacob,gladish,0.285714286,1,0.222222222,0.214285714,0.5,0.25,0,1,0,3.472222222,F
jrosenberg,jason,rosenberg,novotny,jason,novotny,0.1,1,0.111111111,0.117647059,0.5,0.125,0.5,1,0.5,3.95375817,F
kevinobrien,kevin,obrien,kev,kevin,smolkowski,0.272727273,1,0.1,0.214285714,0.5,0.125,0.83,1,0.42,4.462012987,F
lloy,david,lloyd,rayden,david,killeffer,0,1,0.222222222,0.1,0.5,0.142857143,0.47,1,0.54,3.975079365,F
llu,luke,lu,luke,luke,reeves,0.25,1,0,0.285714286,0.5,0,0.75,1,0,3.785714286,F
logjuser,logj,,logjuser,users,logj,1,0,0,0.5,0,0,1,0,0,2.5,F
logjuser,logj,user,logjuser,logj,users,1,1,0.8,0.5,0.5,0.444444444,1,1,0.96,7.204444444,F
logjuser,logjuserjakarta,org,logjuser,mark,himsley,1,0.133333333,0,0.5,0.157894737,0,1,0,0,2.79122807,F
m,m,m,msanjay,sanjay,m,0.142857143,0,1,0.125,0,0.5,0.74,0,1,3.507857143,F
mail,andreas,heidrich,bothnea,andreas,,0,1,0,0.090909091,0.5,0,0,1,0,2.590909091,F
markbalster,mark,balster,zawadzki,mark,zawadzki,0.181818182,1,0.125,0.157894737,0.5,0.066666667,0.44,1,0.42,3.891379585,F
mgiacomi,matt,giacomini,mcox,matt,cox,0.375,1,0.222222222,0.25,0.5,0.166666667,0.1,1,0,3.613888889,F
michael,michael,smith,strathound,michael,schaefer,0.1,1,0.125,0.117647059,0.5,0.153846154,0.33,1,0.6,3.926493213,F
myoder,mike,yoder,mschilli,mike,schilli,0.125,1,0,0.071428571,0.5,0,0.49,1,0,3.186428571,F
nitinkumargupta,nitin,gupta,mgupta,manish,gupta,0.4,0.166666667,1,0.285714286,0.181818182,0.5,0,0.58,1,4.114199134,F
scott,scott,ellsworth,scott,scott,rogers,1,1,0.111111111,0.5,0.5,0.266666667,1,1,0,5.377777778,F
tomcatlist,teh,j,michaelluedecke,luedecke,j,0.133333333,0.125,1,0.2,0.090909091,0.5,0,0.49,1,3.539242424,F
walkerj,john,walker,johngiaccotto,john,giaccotto,0.076923077,1,0.111111111,0.1,0.5,0.066666667,0,1,0.43,3.284700855,F
brianf,brian,fox,brian,brian,sutherland,0.833333333,1,0,0.454545455,0.5,0,0.97,1,0,4.757878788,F
brunomelloni,bruno,melloni,brunoamateus,bruno,mateus,0.416666667,1,0.142857143,0.291666667,0.5,0.153846154,0.83,1,0.59,4.92503663,F
busbey,sean,busbey,sean,sean,hager,0.166666667,1,0.166666667,0.2,0.5,0.090909091,0,1,0.46,3.584242424,F
chriscfellows,chris,fellows,cmedaglia,chris,medaglia,0.153846154,1,0.125,0.181818182,0.5,0.133333333,0.1,1,0.51,3.703997669,F
christianhufgard,christian,hufgard,haase,christian,haase,0.1875,1,0.285714286,0.19047619,0.5,0.166666667,0.51,1,0.61,4.450357143,F
cli,charles,li,cdrolet,charles,droletachkar,0.285714286,1,0.083333333,0.2,0.5,0.071428571,0.54,1,0,3.68047619,F
danielnebot,daniel,nebot,dan,daniel,heidebrecht,0.272727273,1,0.272727273,0.214285714,0.5,0.1875,0.83,1,0,4.27724026,F
davidb,david,bosschaert,davidsklarew,david,sklarew,0.416666667,1,0.2,0.277777778,0.5,0.235294118,0.85,1,0,4.479738562,F
davidcrisp,david,crisp,davidkellerman,david,kellerman,0.428571429,1,0.111111111,0.25,0.5,0.071428571,0.81,1,0,4.171111111,F
davidkohn,david,kohn,dave,david,liles,0.333333333,1,0,0.230769231,0.5,0,0.79,1,0,3.854102564,F
eric,eric,maland,echow,eric,chow,0.2,1,0,0.222222222,0.5,0,0.67,1,0,3.592222222,F
gilliandaniel,daniel,gillian,deinspanjer,daniel,einspanjer,0.307692308,1,0.3,0.25,0.5,0.176470588,0.55,1,0.58,4.664162896,F
jamescourtney,james,courtney,james,james,radvan,0.384615385,1,0.125,0.277777778,0.5,0.142857143,0.88,1,0.53,4.840250305,F
jameshouse,james,house,jlaw,james,law,0.1,1,0,0.142857143,0.5,0,0.61,1,0,3.352857143,F
jasongui,jason,gui,jbrosenberg,jason,rosenberg,0.272727273,1,0,0.263157895,0.5,0.083333333,0.1,1,0,3.219218501,F
jeffsnow,jeff,snow,jvfield,jeff,field,0.25,1,0,0.2,0.5,0,0.54,1,0,3.49,F
john,john,billings,jc,john,cherouvim,0.25,1,0,0.166666667,0.5,0.058823529,0.63,1,0.41,4.015490196,F
jpitts,nathan,pitts,nathancoast,nathan,coast,0.090909091,1,0,0.176470588,0.5,0.2,0,1,0.43,3.397379679,F
jpreston,john,preston,jsampreston,sam,preston,0.727272727,0,1,0.421052632,0,0.5,0.84,0,1,4.488325359,F
logjuser,list,logjusers,logjuser,logjuserjakarta,logjuserjakartaapacheorg,1,0.2,0.333333333,0.5,0.157894737,0.242424242,1,0.1,0.84,4.373652313,F
logjuser,logj,jmolierenerimnet,logjuser,apache,list,1,0,0.1875,0.5,0,0.15,1,0,0,2.8375,F
mlsilvaz,marco,silva,marcotijuana,marco,p,0.25,1,0,0.15,0.5,0,0.59,1,0,3.49,F
mstolyarov,max,stolyarov,max,max,max,0.2,1,0.111111111,0.153846154,0.5,0.083333333,0.53,1,0,3.578290598,F
outtatime,jay,taylor,logjuser,jay,andrews,0,1,0,0.176470588,0.5,0.153846154,0.57,1,0.54,3.940316742,F
pglezen,paul,glezen,paul,paul,giannaros,0.142857143,1,0.111111111,0.181818182,0.5,0.133333333,0.64,1,0.57,4.279119769,F
ravishankar,ravishankar,nair,rajivrnair,rajiv,nair,0.454545455,0.272727273,1,0.333333333,0.25,0.5,0.75,0.71,1,5.270606061,F
stevepruitt,pruitt,s,shashidhare,shasidhar,s,0.090909091,0.111111111,1,0.181818182,0.133333333,0.5,0.1,0.43,1,3.547171717,F
superfurry,scott,kidder,smiller,scott,miller,0.2,1,0.5,0.176470588,0.5,0.25,0.62,1,0.67,4.916470588,F
syg,robert,bowen,augustynr,robert,augustyn,0.222222222,1,0.125,0.25,0.5,0.076923077,0.48,1,0,3.654145299,F
tad,tom,drynda,kylar,tom,byrne,0.2,1,0.166666667,0.125,0.5,0.272727273,0,1,0.59,3.854393939,F
tomcaulkins,tom,caulkins,tom,tom,purl,0.272727273,1,0.125,0.214285714,0.5,0.166666667,0.83,1,0.58,4.688679654,F
adamretter,adam,retter,adamwhitney,adam,whitney,0.545454545,1,0.285714286,0.285714286,0.5,0.153846154,0.8,1,0.54,5.110729271,F
andreasguther,andreas,guther,spall,andreas,spall,0.076923077,1,0,0.111111111,0.5,0,0.43,1,0,3.118034188,F
andrecs,,carlos,rcarazo,,carazo,0.142857143,,0.5,0.214285714,,0.333333333,0,0,0.84,,F
apache,robert,macomber,oyenstikker,robert,frapples,0.090909091,1,0.125,0.058823529,0.5,0.1875,0.42,1,0.5,3.88223262,F
bschneider,bill,schneider,chris,christian,schneider,0.3,0.111111111,1,0.333333333,0.076923077,0.5,0.63,0.45,1,4.401367521,F
chrisdickinson,chris,dickinson,christopherkhall,chris,hall,0.3125,1,0,0.233333333,0.5,0,0.76,1,0,3.805833333,F
christianberwanger,berwanger,christian,percy,percy,christian,0.111111111,0.222222222,1,0.130434783,0.142857143,0.5,0,0.54,1,3.646625259,F
christodd,chris,todd,cheshirator,chris,cheshire,0.363636364,1,0,0.35,0.5,0,0.81,1,0,4.023636364,F
cmveal,chris,veal,chrisburroughsapache,chris,burroughs,0.1,1,0,0.115384615,0.5,0,0.47,1,0,3.185384615,F
davidkohn,david,kohn,dhirst,david,hirst,0.222222222,1,0,0.2,0.5,0.111111111,0.57,1,0.48,4.083333333,F
dsong,danni,song,sashasong,shasha,song,0.444444444,0.166666667,1,0.285714286,0.090909091,0.5,0.44,0.46,1,4.387734488,F
ebenze,eric,b,start,eric,liang,0,1,0,0,0.5,0,0,1,0,2.5,F
ewulff,eric,wulff,ekreid,eric,reid,0.166666667,1,0,0.083333333,0.5,0,0.5,1,0,3.25,F
faceless,joe,consumer,joecollins,joe,collins,0.3,1,0.25,0.222222222,0.5,0.266666667,0.55,1,0.75,4.838888889,F
geffchang,geff,,stephanpaulicke,paulicke,,0.133333333,0,,0.208333333,0.083333333,,0.57,0,0,,F
jmuhlestein,john,muhlestein,johnapling,john,apling,0.272727273,1,0.2,0.238095238,0.5,0.1875,0.69,1,0.42,4.508322511,F
jzhao,jin,,gaganindia,gagan,,0.1,0.2,,0.066666667,0.125,,0.43,0,0,,F
mark,mark,derricutt,mboyd,mark,boyd,0.2,1,0,0.111111111,0.5,0.076923077,0.54,1,0,3.428034188,F
mark,mark,masse,markrmiller,mark,miller,0.363636364,1,0.333333333,0.266666667,0.5,0.181818182,0.87,1,0.62,5.135454545,F
mdiggory,mark,diggory,mkurley,mark,kurley,0.25,1,0.142857143,0.2,0.5,0.153846154,0.64,1,0.54,4.426703297,F
mfaine,mark,f,tak,mark,takacs,0.166666667,1,0,0.111111111,0.5,0,0.5,1,0,3.277777778,F
mmccown,mike,mccown,mike,mike,heffner,0.142857143,1,0,0.090909091,0.5,0.076923077,0.52,1,0.44,3.770689311,F
mrutherfurd,rutherfurd,michael,sgfan,michael,michael,0.090909091,0.1,1,0.0625,0.117647059,0.5,0,0.5,1,3.37105615,F
rakeshmailgroups,rakesh,mailgroups,rakesharora,rakesh,arora,0.5625,1,0.3,0.333333333,0.5,0.2,0.88,1,0.53,5.305833333,F
robertnicholson,robert,nicholson,rowntreerob,robert,rowntree,0.266666667,1,0,0.307692308,0.5,0.117647059,0.68,1,0.32,4.192006033,F
staufferjames,james,stauffer,jamescourtney,james,courtney,0.076923077,1,0.125,0.346153846,0.5,0.25,0.53,1,0.5,4.328076923,F
stevemeyfroidt,steve,meyfroidt,curic,steve,curic,0.142857143,1,0.222222222,0.105263158,0.5,0.142857143,0,1,0,3.113199666,F
ulrichkleeberger,ulrichkleebergerwittweidende,,stephanpaulicke,paulicke,,0.0625,0.142857143,,0.258064516,0.166666667,,0,0.65,0,,F
achepati,david,david,foreggerd,david,foregger,0.111111111,1,0,0.058823529,0.5,0,0.41,1,0,3.079934641,F
alexblewitt,alex,blewitt,alexcolic,alex,colic,0.454545455,1,0.142857143,0.3,0.5,0.166666667,0.84,1,0.56,4.964069264,F
andreasgarhoefer,garhoefer,andreas,andreaslewark,lewark,andreas,0.5,0.111111111,1,0.344827586,0.2,0.5,0.86,0,1,4.515938697,F
andrewb,andrew,betts,andrew,andrew,ash,0.857142857,1,0,0.461538462,0.5,0.125,0.97,1,0,4.913681319,F
andymcbride,andy,mcbride,ellixson,andy,ellixson,0,1,0,0.157894737,0.5,0.133333333,0,1,0.42,3.21122807,F
bergerr,roland,berger,roland,roland,rder,0,1,0.5,0.076923077,0.5,0.3,0.44,1,0.64,4.456923077,F
betterjonah,,,,,,0,,,0,,,0,0,0,,F
bothnea,andreas,,chaddscott,scott,,0,0,,0.235294118,0.083333333,,0,0,0,,F
chrisatkinson,chris,atkinson,chris,chris,dolan,0.384615385,1,0.125,0.277777778,0.5,0.230769231,0.88,1,0,4.398162393,F
chrisburroughsapache,chris,burroughs,chrisc,chris,chappell,0.3,1,0,0.230769231,0.5,0.058823529,0.82,1,0,3.90959276,F
gamache,joe,gamache,vatlieb,joe,joe,0.142857143,1,0.142857143,0.142857143,0.5,0.1,0.52,1,0,3.548571429,F
ggopalakrishnan,gautam,gopalakrishnan,gautam,gautam,gautam,0.2,1,0.214285714,0.142857143,0.5,0.15,0.61,1,0.61,4.427142857,F
hoju,jacob,,amentoraz,yemeth,,0.111111111,0,,0.076923077,0,,0,0,0,,F
jbrosenberg,jason,rosenberg,jasonirwin,jason,irwin,0.181818182,1,0.111111111,0.238095238,0.5,0.142857143,0.63,1,0.54,4.343881674,F
jheiss,jason,heiss,jroscoe,jason,roscoe,0.142857143,1,0,0.230769231,0.5,0.181818182,0.1,1,0.46,3.615444555,F
johnsonm,matt,johnson,willjohnsonsearch,will,johnson,0.411764706,0,1,0.28,0,0.5,0.76,0,1,3.951764706,F
jsirois,john,sirois,jvolkar,john,volkar,0.142857143,1,0,0.214285714,0.5,0.166666667,0.56,1,0.39,3.973809524,F
logjuser,logjusers,list,logjuser,logj,users,1,0.444444444,0,0.5,0.307692308,0.111111111,1,0.89,0.48,4.733247863,F
mail,jason,calabrese,jdnovotny,jason,novotny,0,1,0,0,0.5,0,0,1,0,2.5,F
mark,mark,anderson,elihusmails,mark,mark,0.181818182,1,0.125,0.133333333,0.5,0.166666667,0,1,0.58,3.686818182,F
mcarrion,marc,carrion,mdos,marc,dostie,0.25,1,0.142857143,0.166666667,0.5,0.153846154,0.51,1,0,3.723369963,F
michaelerskine,michael,erskine,sgfan,michael,michael,0.142857143,1,0,0.157894737,0.5,0.142857143,0.42,1,0.52,3.883609023,F
mikemiller,mike,miller,mikeblakeknox,mike,blakeknox,0.384615385,1,0.111111111,0.260869565,0.5,0.133333333,0.81,1,0.52,4.719929394,F
ossakk,karthik,k,ramkumark,ramkumar,k,0.222222222,0.125,1,0.2,0.2,0.5,0.61,0.49,1,4.347222222,F
rcarazo,,carazo,mqg,,,0,,0,0,,0,0,0,0,,F
spiffdude,steven,hugg,steve,steven,saunders,0.222222222,1,0.125,0.142857143,0.5,0.083333333,0.49,1,0.46,4.023412698,F
stevemcroberts,steve,mcroberts,stevemeyfroidt,steve,meyfroidt,0.5,1,0.222222222,0.357142857,0.5,0.277777778,0.87,1,0.67,5.397142857,F
truufs,chang,song,dsong,danni,song,0,0.2,1,0.090909091,0.2,0.5,0,0.6,1,3.590909091,F
adc,alan,cabrera,arobertson,alan,,0.1,1,0,0.076923077,0.5,0,0.53,1,0,3.206923077,F
cdonnelly,chris,donnelly,cls,chris,seawood,0.222222222,1,0,0.166666667,0.5,0.2,0.53,1,0.35,3.968888889,F
chrisd,chris,darroch,clamprecht,chris,lamprecht,0.2,1,0.444444444,0.1875,0.5,0.25,0.56,1,0.67,4.811944444,F
chrisgilliamemaillist,chris,gilliam,christhunes,chris,thunes,0.333333333,1,0,0.25,0.5,0,0.77,1,0,3.853333333,F
christhunes,chris,thunes,chrisburroughsapache,chris,burroughs,0.35,1,0.222222222,0.290322581,0.5,0.2,0.4,1,0.52,4.482544803,F
crgunn,chris,gunn,cdonnelly,chris,donnelly,0.222222222,1,0.25,0.2,0.5,0.166666667,0.65,1,0.58,4.568888889,F
crgunn,chris,gunn,chris,chris,carter,0.166666667,1,0,0.181818182,0.5,0,0.62,1,0,3.468484848,F
davidlao,david,lao,david,david,karlsen,0.625,1,0.142857143,0.384615385,0.5,0.2,0.93,1,0.49,5.272472527,F
dbabits,david,babits,david,david,duddleston,0.428571429,1,0.1,0.25,0.5,0.125,0.71,1,0.34,4.453571429,F
dbabits,david,babits,davidmuelas,david,snchez,0.272727273,1,0,0.222222222,0.5,0.083333333,0.1,1,0,3.178282828,F
efaces,eric,scheie,ehwang,eric,hwang,0.166666667,1,0,0.166666667,0.5,0.090909091,0.6,1,0.46,3.984242424,F
erichamacher,eric,hamacher,ehwang,eric,hwang,0.25,1,0.25,0.166666667,0.5,0.153846154,0.63,1,0.6,4.550512821,F
garygraham,gary,graham,grahambriggs,graham,graham,0.25,0.333333333,1,0.363636364,0.3,0.5,0.73,0.68,1,5.156969697,F
ivansubotic,ivan,subotic,ivnagr,ivan,aguirre,0.272727273,1,0,0.235294118,0.5,0.142857143,0.67,1,0.52,4.340878533,F
jameslawless,james,lawless,hartj,james,hart,0.083333333,1,0.142857143,0.117647059,0.5,0.090909091,0.43,1,0.46,3.824746626,F
jasonriz,jason,rizer,jason,jason,bodnar,0.625,1,0.166666667,0.384615385,0.5,0.090909091,0.93,1,0.46,5.157191142,F
ldh,laurent,hasson,ldelaforgefr,laurent,delaforge,0.166666667,1,0.111111111,0.133333333,0.5,0.133333333,0.69,1,0.52,4.254444444,F
logjuser,logjuserjakartaapacheorg,,logjuser,logjusers,logjusers,1,0.333333333,0,0.5,0.242424242,0,1,0.84,0,3.915757576,F
markgordon,mark,gordon,zawadzki,mark,zawadzki,0.1,1,0.125,0.166666667,0.5,0.071428571,0.45,1,0.43,3.843095238,F
mcanzoneri,michael,canzoneri,michaelbellomo,michael,bellomo,0.214285714,1,0.111111111,0.25,0.5,0.125,0.1,1,0.42,3.720396825,F
